"";"sentence";"sentiment";"prep_standard";"prep_full";"prep_masked"
3076;"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .";1;"objective yield significant turnover russia couple say solteq manage director hannu ahola";"objective yield significant turnover russia couple say solteq manage director hannu ahola";"objective yield significant turnover russia couple say solteq manage director hannu ahola"
3077;"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .";1;"outotec currently deliver new oil shale processing plant eesti energia estonia enefit technology develop jointly eesti energia outotec";"outotec currently deliver new oil shale processing plant eesti energia estonia enefit technology develop jointly eesti energia outotec";"outotec currently deliver new oil shale processing plant eesti energia estonia enefit technology develop jointly eesti energia outotec"
3078;"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .";1;"pa jpmorgan chase co nyse jpm pohjoa bank joint lead manager senior unsecured deal";"pa jpmorgan chase co nyse jpm pohjoa bank joint lead-managers senior unsecured deal";"pa jpmorgan chase co nyse jpm pohjoa bank joint lead-managers senior unsecured deal"
3079;"Panostaja did not disclose the purchase price .";1;"panostaja not disclose purchase price";"panostaja not disclose purchase price";"panostaja not disclose purchase price"
3080;"Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .";1;"pharmaceutical market belgium global research data service publish recently market analysis pharmaceutical market belgium";"pharmaceutical market belgium global research data service publish recently market analysis pharmaceutical market belgium";"pharmaceutical market belgium global research data service publish recently market analysis pharmaceutical market belgium"
3081;"Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .";1;"pharmaceutical market poland global research data service publish recently market analysis pharmaceutical market poland";"pharmaceutical market poland global research data service publish recently market analysis pharmaceutical market poland";"pharmaceutical market poland global research data service publish recently market analysis pharmaceutical market poland"
3082;"Philips was not available to comment on the report .";1;"philip not available comment report";"philip not available comment report";"philip not available comment report"
3083;"Pohjola and cooperative banks have continued to combine their branch office network .";1;"pohjola cooperative bank continue combine branch office network";"pohjola cooperative bank continue combine branch office network";"pohjola cooperative bank continue combine branch office network"
3084;"Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .";1;"pohjola act manager issue bond list nasdaq ltd";"pohjola act manager issue bond list nasdaq ltd";"pohjola act manager issue bond list nasdaq ltd"
3085;"Ponsse will divide its sales and maintenance service network into six geographical areas .";1;"ponsse divide sale maintenance service network six geographical area";"ponsse divide sale maintenance service network 6geographical area";"ponsse divide sale maintenance service network 6geographical area"
3086;"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .";1;"poyry plccompany announcement 10 december 2010 4 10 p pursuant poyry plc stock option program 2004 63 792 new share subscribe since 27 october 2010 stock option 2004b";"poyry plccompany announcement 2010-2012-10 4.10 pm pursuant poyry plc stock option program 2004 63792 new share subscribe since 2010-2010-27 stock option 2004b";"poyry plccompany announcement [DATE] [DATE] [NUMBER] [NUMBER] pm pursuant poyry plc stock option program [DATE] [NUMBER] new share subscribe since [DATE] [DATE] [NUMBER] stock option 2004b"
3087;"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .";1;"presentation material post website www seahawkdrilling com investor relation section webcast presentation tab";"presentation material post website wwwseahawkdrillingcom investor relation section webcast presentation tab";"presentation material post website wwwseahawkdrillingcom investor relation section webcast presentation tab"
3088;"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .";1;"previously grimaldi hold 46 43 pct stake follow takeover bid launch november 2006";"previously grimaldi hold 46.43pct stake follow takeover bid launch 2006:11";"previously grimaldi hold [PERCENT] stake follow takeover bid launch [DATE]"
3089;"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .";1;"price talk mid market swap plus 105 bps area lead barclays bnpp ubs cba";"price talk mid-market swap plus 105 bps area lead barclays bnpp ubs cba";"price talk mid-market swap plus [NUMBER] bps area lead barclays bnpp ubs cba"
3090;"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .";1;"prior transaction whose financial term not disclose alma medium 40 kotikokki net";"prior transaction whose financial term not disclose alma medium 40pct kotikokki net";"prior transaction whose financial term not disclose alma medium [PERCENT] kotikokki net"
3091;"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .";1;"production facility 6 july 2010 investment neomarkka nembv say buy former production facility kuitu ltd negotiation option invest specialty cellulose fiber business";"production facility 2010-2007-06 investment neomarkka nembv say buy former production facility kuitu ltd negotiation option invest specialty cellulose fiber business";"production facility [DATE] [DATE] [NUMBER] investment neomarkka nembv say buy former production facility kuitu ltd negotiation option invest specialty cellulose fiber business"
3092;"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .";1;"product consumer electronics device mobile phone accessory set top box flat panel tv well system solution product infrastructure system module industrial segment product";"product consumer electronics device mobile phone accessory set-top box flat panel tv well system solution product infrastructure system module industrial segment product";"product consumer electronics device mobile phone accessory set-top box flat panel tv well system solution product infrastructure system module industrial segment product"
3093;"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .";1;"proha plc euronext 7327 announce 19 may fully subsidiary safran software solution agree sell 49 share safran north america llc sna holding investment norway";"proha plc euronext 7327 announce 19may fully-owned subsidiary safran software solution agree sell 49pct share safran north america llc sna holding investment norway";"proha plc euronext [NUMBER] announce 19may fully-owned subsidiary safran software solution agree sell [PERCENT] share safran north america llc sna holding investment norway"
3094;"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .";1;"proha plc euronext 7327 announce 19 may fully subsidiary safran software solution agree sell 49 share safran north america llc sna holding investment norway";"proha plc euronext 7327 announce 19may fully-owned subsidiary safran software solution agree sell 49pct share safran north america llc sna holding investment norway";"proha plc euronext [NUMBER] announce 19may fully-owned subsidiary safran software solution agree sell [PERCENT] share safran north america llc sna holding investment norway"
3095;"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .";1;"proline plus available adjustable single multichannel model fixed volume single channel model volume range 0 1 micro litre 10 ml";"proline plus available adjustable single multichannel model fixed volume single-channel model volume range 0.1micro litre 10ml";"proline plus available adjustable single multichannel model fixed volume single-channel model volume range [NUMBER] 1micro litre 10ml"
